Year,Date,Name,Sex,Country_killed,Organization,Nationality,Medium,Job,Coverage,Freelance,Local_Foreign,Source_of_Fire,Type_of_Death,Impunity_for_Murder,Taken_Captive,Threatened,Tortured,Link
2015,1-Apr-15,Jamal Khalifeh,Male,Syria,Freelance,Syria,Internet,"Camera Operator, Photographer, Internet Reporter, Producer",War,Yes,Local,"Local Residents, Political Group",Crossfire/Combat-Related,,Unknown,Unknown,Unknown,https://www.cpj.org/killed/2015/jamal-khalifeh.php
2015,30-Mar-15,Washiqur Rahman Babu,Male,Bangladesh,Freelance,Bangladesh,Internet,Internet Reporter,"Culture, Human Rights, Politics",Yes,Local,Political Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2015/washiqur-rahman-babu.php
unknown,Unknown,Fadel al-Hadidi,Male,Iraq,Mosul al-Youm; Sada al-Iraq,Iraq,Print,"Columnist, Editor, Print Reporter","Corruption, Human Rights, Politics, War",No,Local,Political Group,Murder,Yes,Yes,No,"No
",https://www.cpj.org/killed/2015/fadel-al-hadidi.php
2015,10-Mar-15,Danilo Lãpez,Male,Guatemala,Prensa Libre,Guatemala,Print,Print Reporter,"Corruption, Crime, Politics",No,Local,"Criminal Group, Government Officials",Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2015/danilo-lopez.php
2015,8-Mar-15,Noureddine Hashim,Male,Syria,Al Etihad Press ,Syria,"Television, Internet","Broadcast, Photographer, Internet Reporter",War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2015/noureddine-hashim.php
2015,5-Mar-15,Gerardo Ceferino Servêan,Male,Brazil,Ciudad Nueva FM ,Paraguay,Radio,Broadcast,Politics,No,Foreign,Government Officials,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2015/gerardo-ceferino-servian.php
2015,28-Feb-15,Serhiy Nikolayev,Male,Ukraine,Segodnya,Ukraine,Print,Photographer,"Human Rights, War",No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2015/serhiy-nikolayev.php
2015,26-Feb-15,Avijit Roy,Male,Bangladesh,Freelance,United States,"Print, Internet","Internet Reporter, Print Reporter","Culture, Human Rights, Politics",Yes,Foreign,Political Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2015/avijit-roy.php
2015,15-Jan,Kenji Goto,Male,Syria,Freelance,Japanese,"Television, Internet","Camera Operator, Photographer, Internet Reporter","Culture, Human Rights, Politics, War",Yes,Foreign,Political Group,Murder,Yes,Yes,No,"Yes
",https://www.cpj.org/killed/2015/kenji-goto.php
2015,25-Jan-15,Randa George,Female,South Sudan,Raja FM,South Sudan,Radio,Broadcast,"Politics, War",No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2015/randa-george.php
2015,25-Jan-15,Dalia Marko,Female,South Sudan,Raja FM,South Sudan,Radio,Broadcast,"Politics, War",No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2015/dalia-marko.php
2015,25-Jan-15,Musa Mohamed,Male,South Sudan,Raja FM,South Sudan,Radio,Editor,"Politics, War",No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2015/musa-mohamed.php
2015,25-Jan-15,Boutros Martin,Male,South Sudan,South Sudan Television,South Sudan,Television,Camera Operator,"Politics, War",No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2015/boutros-martin.php
2015,25-Jan-15,Adam Juma,Male,South Sudan,Raja FM,South Sudan,Radio,Broadcast,"Politics, War",No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2015/adam-juma.php
2015,7-Jan-15,Bernard Maris,Male,France,Freelance,France,"Print, Internet",Columnist,Business,Yes,Local,Political Group,Murder,Partial,No,Yes,"No
",https://www.cpj.org/killed/2015/bernard-maris.php
2015,7-Jan-15,Georges Wolinski,Male,France,Charlie Hebdo,France,"Print, Internet",Columnist,"Culture, Human Rights, Politics",No,Local,Political Group,Murder,Partial,No,Yes,"No
",https://www.cpj.org/killed/2015/georges-wolinski.php
2015,7-Jan-15,Jean Cabut (Cabu),Male,France,Charlie Hebdo,France,"Print, Internet",Columnist,"Culture, Human Rights, Politics",No,Local,Political Group,Murder,Partial,No,Yes,"No
",https://www.cpj.org/killed/2015/jean-cabut-cabu.php
2015,7-Jan-15,Stephane Charbonnier (Charb),Male,France,Charlie Hebdo,France,"Print, Internet",Editor,"Culture, Human Rights, Politics",No,Local,Political Group,Murder,Partial,No,Yes,"No
",https://www.cpj.org/killed/2015/stephane-charbonnier-charb.php
2015,7-Jan-15,Bernard Verlhac (Tignous),Male,France,Freelance,France,"Print, Internet",Columnist,"Culture, Human Rights, Politics",Yes,Local,Political Group,Murder,Partial,No,Yes,"No
",https://www.cpj.org/killed/2015/bernard-verlhac-tignous.php
2015,7-Jan-15,Elsa Cayat,Female,France,Freelance,France,"Print, Internet",Columnist,Culture,Yes,Local,Political Group,Murder,Partial,No,Yes,"No
",https://www.cpj.org/killed/2015/elsa-cayat.php
2015,7-Jan-15,Moustapha Ourrad,Male,France,Charlie Hebdo,France,"Print, Internet",Editor,"Culture, Human Rights, Politics",No,Local,Political Group,Murder,Partial,No,Yes,"No
",https://www.cpj.org/killed/2015/moustapha-ourrad.php
2015,7-Jan-15,Philippe Honor_,Male,France,Freelance,France,"Print, Internet",Columnist,"Culture, Human Rights, Politics",Yes,Local,Political Group,Murder,Partial,No,Yes,"No
",https://www.cpj.org/killed/2015/philippe-honore.php
2015,4-Jan-15,Khaled al-Washli,Male,Yemen,Al-Masirah TV,Yemen,Television,Broadcast,"Human Rights, Politics, War",No,Local,Political Group,Dangerous Assignment,,Unknown,Unknown,Unknown,https://www.cpj.org/killed/2015/khaled-al-washli.php
2015,2-Jan-15,Jos_ Mois_s Sönchez Cerezo ,Male,Mexico,La Uniãn,Mexico,"Print, Internet","Internet Reporter, Print Reporter, Publisher","Corruption, Crime, Politics",No,Local,Government Officials,Murder,Yes,Yes,Yes,"Yes
",https://www.cpj.org/killed/2015/jose-moises-sanchez-cerezo.php
2014,23-Dec-14,Marcos de Barros Leopoldo Guerra,Male,Brazil,Ubatuba Cobra,Brazil,Internet,Internet Reporter,"Corruption, Politics",No,Local,Political Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2014/marcos-de-barros-leopoldo-guerra.php
2014,21-Dec-14,Zubair Hatami,Male,Afghanistan,Mitra TV,Afghanistan,Television,Camera Operator,"Human Rights, Politics, War",No,Local,Political Group,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/2014/zubair-hatami.php
2014,10-Dec-14,Mahran al-Deeri,Male,Syria,Al-Jazeera,Syria,Internet,Internet Reporter,"Human Rights, Politics, War",No,Local,"Military Officials, Political Group",Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2014/mahran-al-deeri.php
2014,8-Dec-14,Salem Khalil,Male,Syria,Orient News,Syria,"Television, Internet",Broadcast,"Human Rights, Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2014/salem-khalil.php
2014,8-Dec-14,Rami Asmi,Male,Syria,Orient News,Syria,"Television, Internet",Broadcast,"Human Rights, Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2014/rami-asmi.php
2014,8-Dec-14,Yousef el-Dous,Male,Syria,Orient News,Syria,"Television, Internet",Broadcast,"Human Rights, Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2014/yousef-el-dous.php
2014,6-Dec-14,Luke Somers,Male,Yemen,Freelance,American,"Print, Internet","Photographer, Editor","Culture, Human Rights, Politics",Yes,Foreign,Political Group,Murder,Partial,Yes,No,"No
",https://www.cpj.org/killed/2014/luke-somers.php
2014,5-Dec-14,Mohamed Isaq,Male,Somalia,Kalsan TV,Somalia,Television,Camera Operator,"Culture, Politics",No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2014/mohamed-isaq.php
2014,5-Dec-14,Abdulkadir Ahmed,Male,Somalia,Freelance,Somalia,"Radio, Television",Broadcast,Politics,Yes,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2014/abdulkadir-ahmed.php
2014,26-Nov-14,MVN Shankar,Male,India,Andhra Prabha,India,Print,Print Reporter,Corruption,No,Local,Criminal Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2014/mvn-shankar.php
2014,22-Nov-14,Zaher Mtawe'e,Male,Syria,Zebdine Coordination Committee,Syria,Internet,"Camera Operator, Internet Reporter","Human Rights, Politics, War",No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2014/zaher-mtawee.php
2014,16-Nov-14,Abdirizak Ali Abdi,Male,Somalia,Freelance,Somalia,"Radio, Television",Broadcast,Politics,Yes,Local,Unknown Fire,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2014/abdirizak-ali-abdi.php
2014,16-Oct-14,Pablo Medina Velözquez,Male,Paraguay,ABC Color,Paraguay,Print,Print Reporter,Crime,No,Local,"Criminal Group, Government Officials",Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2014/pablo-medina-velazquez.php
2014,15-Oct-14,Atallah Bajbouj,Male,Syria,Nabaa Media Foundation,Syria,Internet,"Camera Operator, Internet Reporter","Human Rights, Politics, War",No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2014/atallah-bajbouj.php
2014,4-Oct-14,"Aung Kyaw Naing, ""Par Gyi""",Male,Myanmar,Freelance,Burmese,Print,"Photographer, Print Reporter","Human Rights, War",Yes,Local,Military Officials,Murder,Yes,Yes,No,"Yes
",https://www.cpj.org/killed/2014/aung-kyaw-naing-par-gyi.php
2014,16-Sep-14,Facely Camara,Male,Guinea,Libert_ FM,Guinea,Radio,Broadcast,Human Rights,No,Local,Mob Violence,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2014/facely-camara.php
2014,10-Sep-14,Mohammed al-Qasim,Male,Syria,Rozana Radio,Syria,"Radio, Television, Internet",Broadcast,"Human Rights, Politics, War",No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2014/mohammed-al-qasim.php
2014,"August or September, 2014",Steven Sotloff,Male,Syria,Freelance,"American, Israeli","Print, Internet","Internet Reporter, Print Reporter","Human Rights, Politics, War",Yes,Foreign,Political Group,Murder,Yes,Yes,No,"Yes
",https://www.cpj.org/killed/2014/steven-sotloff.php
2014,28-Aug-14,Irshad Mastoi,Male,Pakistan,"Online International News Network, ARY News",Pakistan,"Print, Television","Editor, Print Reporter","Human Rights, Politics, War",No,Local,Unknown Fire,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2014/irshad-mastoi.php
2014,28-Aug-14,Ghulam Rasool,Male,Pakistan,Online International News Network,Pakistan,Print,Print Reporter,"Crime, Culture, Politics",No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2014/ghulam-rasool.php
2014,14-Aug,James Foley,Male,Syria,Freelance,United States,Internet,"Photographer, Internet Reporter","Human Rights, War",Yes,Foreign,Political Group,Murder,Yes,Yes,No,"Yes
",https://www.cpj.org/killed/2014/james-foley.php
2014,13-Aug-14,Simone Camilli,Male,Israel,The Associated Press,Italy,"Television, Internet","Camera Operator, Photographer","Politics, War",No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2014/simone-camilli.php
2014,11-Aug-14,Octavio Rojas Hernöndez,Male,Mexico,El Buen Tono,Mexico,Print,Print Reporter,"Corruption, Crime",No,Local,"Criminal Group, Government Officials",Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2014/octavio-rojas-hernandez.php
2014,8-Aug-14,Leyla Yildizhan (Deniz Firat),Female,Iraq,Firat News Agency,Turkey,"Television, Internet",Broadcast,"Human Rights, Politics, War",Yes,Foreign,"Military Officials, Political Group",Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2014/leyla-yildizhan-deniz-firat.php
2014,6-Aug-14,Andrei Stenin,Male,Ukraine,Rossiya Segodnya,Russia,"Print, Internet",Photographer,"Human Rights, War",No,Foreign,Unknown Fire,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2014/andrei-stenin.php
2014,30-Jul-14,Sameh al-Aryan,Male,Israel,Al-Aqsa TV,Israel and the Occupied Palestinian Territory,Television,"Camera Operator, Photographer","Human Rights, Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2014/sameh-al-aryan.php
2014,30-Jul-14,Rami Rayan,Male,Israel,Palestine Network for Press and Media,Israel and the Occupied Palestinian Territory,"Print, Television, Internet",Photographer,"Human Rights, Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2014/rami-rayan.php
2014,20-Jul-14,Khaled Reyadh Hamad,Male,Israel,Continue Production Films,Israel and the Occupied Palestinian Territory,Television,"Camera Operator, Photographer","Human Rights, Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2014/khaled-reyadh-hamad.php
2014,30-Jun-14,Anatoly Klyan,Male,Ukraine,Pervy Kanal,Russia,Television,Camera Operator,"Politics, War",No,Foreign,Unknown Fire,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/2014/anatoly-klyan.php
2014,27-Jun-14,Mohamed Taani,Male,Syria,SMART News Agency,Syria,Internet,Camera Operator,"Human Rights, Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2014/mohamed-taani.php
2014,21-Jun-14,Yusuf Ahmed Abukar,Male,Somalia,"Radio Ergo, Mustaqbal Radio",Somalia,Radio,"Broadcast, Editor","Human Rights, Politics",No,Local,Unknown Fire,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2014/yusuf-ahmed-abukar.php
2014,20-Jun-14,Ahmed Hasan Ahmed,Male,Syria,Xinhua News Agency,Egypt,Internet,"Camera Operator, Photographer","Human Rights, Politics, War",No,Foreign,Unknown Fire,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/2014/ahmed-hasan-ahmed.php
2014,19-Jun-14,Edgar Pantaleãn Fernöndez Fleitas,Male,Paraguay,Bel_n Comunicaciones,Paraguayan,Radio,"Broadcast, Columnist","Corruption, Crime, Politics",No,Local,"Criminal Group, Political Group",Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2014/edgar-pantaleon-fernandez-fleitas.php
2014,17-Jun-14,Igor Kornelyuk,Male,Ukraine,VGTRK,Russia,Television,Broadcast,War,No,Foreign,Unknown Fire,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2014/igor-kornelyuk.php
2014,15-Jun-14,Khalid Ali Hamada,Male,Iraq,Al-Ahad TV,Iraq,Television,Camera Operator,War,No,Local,Political Group,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2014/khalid-ali-hamada.php
2014,27-May-14,Tarun Kumar Acharya,Male,India,"Kanak TV, Sambad",India,"Print, Television","Broadcast, Print Reporter","Corruption, Crime, Human Rights",No,Local,Local Residents,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2014/tarun-kumar-acharya.php
2014,26-May-14,Muftah Bu Zeid,Male,Libya,Brnieq,Libya,"Print, Internet",Editor,"Politics, War",No,Local,Unknown Fire,Murder,Yes,Unknown,Unknown,Unknown,https://www.cpj.org/killed/2014/muftah-bu-zeid.php
2014,24-May-14,Andrea Rocchelli,Male,Ukraine,Cesura photo agency,Italy,"Print, Internet",Photographer,"Human Rights, War",No,Foreign,Unknown Fire,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2014/andrea-rocchelli.php
2014,21-May-14,Sadrul Alam Nipul,Male,Bangladesh,Dainik Mathabhanga,Bangladesh,Print,Print Reporter,Crime,No,Local,Criminal Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2014/sadrul-alam-nipul.php
2014,14-May,Camille Lepage,Female,Central African Republic,Freelance,France,"Print, Internet",Photographer,"Human Rights, War",Yes,Foreign,Paramilitary Group,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/2014/camille-lepage.php
2014,16-May-14,Fausto Gabriel Alcaraz Garay,Male,Paraguay,Radio Amambay,Paraguay,Radio,Broadcast,Crime,No,Local,Criminal Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2014/fausto-gabriel-alcaraz-garay.php
2014,4-May-14,Al-Moutaz Bellah Ibrahim,Male,Syria,Shaam News Network,Syria,"Radio, Television",Broadcast,"Human Rights, Politics, War",Yes,Local,Political Group,Murder,Yes,Yes,No,"No
",https://www.cpj.org/killed/2014/al-moutaz-bellah-ibrahim.php
2014,25-Apr-14,Mouaz Alomar (Abu Mehdi Al Hamwi),Male,Syria,Freelance,Syria,"Television, Internet","Broadcast, Photographer, Internet Reporter","Human Rights, Politics, War",Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2014/mouaz-alomar-abu-mehdi-al-hamwi.php
2014,6-Apr-14,Rubylita Garcia,Female,Philippines,"Remate, dwAD",Philippines,"Print, Radio","Broadcast, Print Reporter","Corruption, Crime",No,Local,Unknown Fire,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2014/rubylita-garcia.php
unknown,Unknown,Bilal Ahmed Bilal,Male,Syria,Palestine Today TV,Syria,Television,"Broadcast, Producer","Human Rights, Politics, War",No,Local,Government Officials,Dangerous Assignment,,No,No,"Yes
",https://www.cpj.org/killed/2014/bilal-ahmed-bilal.php
2014,4-Apr-14,Anja Niedringhaus,Female,Afghanistan,The Associated Press,Germany,"Print, Internet",Photographer,"Human Rights, War",No,Foreign,Government Officials,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/2014/anja-niedringhaus.php
2014,28-Mar-14,Mayada Ashraf,Female,Egypt,Al-Dustour,Egypt,"Print, Internet","Internet Reporter, Print Reporter","Human Rights, Politics",No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2014/mayada-ashraf.php
2014,11-Mar-14,Nils Horner,Male,Afghanistan,Sveriges Radio,Sweden,Radio,Broadcast,"Politics, War",No,Foreign,Unknown Fire,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/2014/nils-horner.php
2014,10-Mar-14,Muthanna Abdel Hussein,Male,Iraq,Al-Iraqiya,Iraq,Television,Camera Operator,Politics,No,Local,Political Group,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/2014/muthanna-abdel-hussein.php
2014,10-Mar-14,Khaled Abdel Thamer,Male,Iraq,Al-Iraqiya,Iraq,Television,Camera Operator,Politics,No,Local,Political Group,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/2014/khaled-abdel-thamer.php
2014,9-Mar-14,Ali Mustafa,Male,Syria,Freelance,Canada,"Print, Internet",Photographer,"Human Rights, Politics, War",Yes,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2014/ali-mustafa.php
2014,8-Mar-14,Omar Abdul Qader,Male,Syria,Al-Mayadeen,Syria,Television,Camera Operator,War,No,Local,Political Group,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2014/omar-abdul-qader.php
2014,"Between February 5 and 11, 2014",Gregorio Jim_nez de la Cruz,Male,Mexico,Notisur and Liberal del Sur,Mexico,Print,Print Reporter,Crime,No,Local,Criminal Group,Murder,Yes,Yes,Yes,"Yes
",https://www.cpj.org/killed/2014/gregorio-jimenez-de-la-cruz.php
2014,20-Feb-14,Turad Mohamed al-Zahouri,Male,Syria,Freelance,Syria,Internet,"Camera Operator, Photographer, Publisher","Human Rights, Politics, War",Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2014/turad-mohamed-al-zahouri.php
2014,19-Feb-14,Vyacheslav Veremiy,Male,Ukraine,Vesti,Ukraine,"Print, Internet","Internet Reporter, Print Reporter",Politics,No,Local,Local Residents,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2014/vyacheslav-veremiy.php
2014,16-Feb-14,Germain Kennedy Mumbere Muliwavyo,Male,Democratic Republic of the Congo,Radio T_l_vision Muungano ,Democratic Republic of the Congo,"Radio, Television",Broadcast,"Politics, War",No,Local,Political Group,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2014/germain-kennedy-mumbere-muliwavyo.php
2014,13-Feb-14,Pedro Palma,Male,Brazil,Panorama Regional,Brazil,Print,Publisher,"Corruption, Politics",No,Local,Government Officials,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2014/pedro-palma.php
2014,10-Feb-14,Santiago Ilêdio Andrade,Male,Brazil,Bandeirantes,Brazil,Television,Camera Operator,Politics,No,Local,Local Residents,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/2014/santiago-ilidio-andrade.php
2014,20-Jan-14,Firas Mohammed Attiyah,Male,Iraq,Fallujah TV,Iraq,Television,Broadcast,"Politics, War",No,Local,Political Group,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/2014/firas-mohammed-attiyah.php
2014,13-Jan-14,Michael Tshele,Male,South Africa,Freelance,South Africa,"Print, Internet",Photographer,"Corruption, Human Rights",Yes,Local,Government Officials,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2014/michael-tshele.php
2014,1-Jan-14,Shan Dahar,Male,Pakistan,Abb Takk Television,Pakistan,Television,Broadcast,"Corruption, Crime, Politics",No,Local,Criminal Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2014/shan-dahar.php
2013,23-Dec-13,Jamal Abdul-Nasser Sami,Male,Iraq,Salaheddin TV ,Iraqi,Television,Editor,"Culture, Politics",No,Local,Political Group,Murder,Yes,Yes,Unknown,Unknown,https://www.cpj.org/killed/2013/jamal-abdul-nasser-sami.php
2013,23-Dec-13,Raad Yassin Al-Baddi,Male,Iraq,Salaheddin TV ,Iraqi,Television,Editor,"Culture, Politics",No,Local,Political Group,Murder,Yes,Yes,No,"No
",https://www.cpj.org/killed/2013/raad-yassin-al-baddi.php
2013,23-Dec-13,Wassan Al-Azzawi,Female,Iraq,Salaheddin TV,Iraqi,Television,Broadcast,"Culture, Politics",No,Local,Political Group,Murder,Yes,Yes,Unknown,Unknown,https://www.cpj.org/killed/2013/wassan-al-azzawi.php
